,Clickbaits,bait
10409,Ex-BDO Partner Pleads Guilty in Tax Shelter Case,0
10410,Financial Crisis Dims Hopes for Giant Cross-Border Banks in Europe,0
10411,Home Price Index Fell Again in November,0
10412,German Parliament votes yes on EU constitution; French referendum may vote no,0
10414,Test Delivers a Message for Domestic Audience,0
10415,"Massimino, an N.C.A.A. Winner, Becomes N.A.I.A. Success",0
10416,Euro reaches new lows,0
10418,"Canadian gasoline tops $1 a litre, politicians consider options",0
10420,An Inexpensive Digital Edge on the Golf Course,0
10421,67th Annual Golden Globe Award highlights,0
10423,"Australian rules football: Gippsland Football League heavyweights clash, Maffra go two games clear",0
10425,Quebec City mayor dies unexpectedly,0
10427,London Lord Mayor's Show draws crowds despite bad weather,0
10429,Permanent Flood Solutions Just Out of Reach for Fargo,0
10430,Former eBay Executive Tries a New Bid. This One Is Political.,0
10431,Thornton Helps L.S.U. Edge Butler,0
10432,"Mexican Tourism, Already Hurt by Violence, Bears Blow of a Health Scare",0
10433,Pelé cries as his son admits to marijuana addiction,0
10435,At least 32 dead after snowstorms in China,0
10437,"Aid to Poor Nations Rises, but Even More Is Asked",0
10438,Pakistani Prime Minister agrees to put all state executions on hold,0
10440,"Crossrail set to only compensate £50 for land rights, London, UK",0
10442,Great White offers US$1 million settlement over Station nightclub fire,0
10444,Memorial for toddler who died under care of controversial '1 Mind Ministries' group,0
10446,Argentine Man Is Said to Be Source of Sanford E-Mail,0
10447,"The Evolution of Tim Wakefield, Knuckleball Pitcher",0
10448,Australian Jews condemn Israeli ground attack on Gaza,0
10450,Honda demonstrates mind-reading robotic technology,0
10452,"Half of Europe's flights could take off Monday, EU says",0
10454,Australian airline Qantas faces engineers strike,0
10456,UK revokes visa of former Thai PM,0
10458,Czisny Win U.S. Figure Skating Title,0
10459,"Voluntary student unionism bill passes Australian House of Representatives, enters Senate",0
10461,Study Halves Prediction of Rising Seas,0
10462,WHOI sub Nereus explores deepest area of Pacific Ocean,0
10464,Vettel becomes youngest Formula One champion,0
10466,Bumps Cycling Series Showcases Skill of Hill-Climb Racing,0
10467,London Zoological Society reports on health of planet Earth,0
10469,"Once Again, Ruling Class Stirs a Revolt",0
10470,Storms lash northern New Zealand,0
10472,US Boy Scouts and hikers airlifted from wildfire in Utah,0
10474,Pat Summitt Makes Tennessee a Cradle of Coaches,0
10475,Palestinian rocket attack kills Israeli woman,0
10477,"Detainee Was Tortured, a Bush Official Confirms",0
10478,Portugal holds first same-sex marriage,0
10480,"Planets Jupiter, Mercury and Mars line up, visible to naked eye",0
10482,Scandals Cloud Succession in Newly Unsure Malaysia,0
10483,An Income Gap in Who May Lose TV,0
10484,Massive ice shelf expected to break away from Antarctica,0
10486,Haze crisis over Malaysia prompts talks with Indonesia,0
10488,Sotomayor Leaves Passion Behind,0
10489,Strongest earthquake in 40 years hits Southeast Asia,0
10491,"World's cheapest car launched in India, will go on sale in April",0
10493,Sotomayor on the Issues,0
10494,"Hong Kong, Minding SARS, Announces Tough Measures in Response to Swine Flu",0
10495,Closure of Guantánamo prison will take longer than expected,0
10497,Egyptian teacher who killed child receives prison term,0
10499,Chechnya Is Gripped by Political Kidnappings,0
10500,US admits use of white phosphorus in Iraq,0
10502,Grand Jury Indicts 3 in Tax Scheme,0
10503,South Korea begins sending indictments via SMS,0
10505,Microsoft announces web version of Office,0
10507,Bush may deploy military if bird flu breaks out,0
10509,U.S. Opens Inquiry Into Google Books Deal,0
10510,China: 'the Dalai Lama is scheming to take the Beijing Olympics hostage',0
10512,Search for harmful Asian carp in Chicago area turns up nothing,0
10514,"F.D.A. Is Lax on Oversight During Trials, Inquiry Finds",0
10515,"Ban Ki-Moon says Cyprus solution ""possible""",0
10517,"In Charming Argentine Voters, TV Show and Impersonator May Help a Candidate",0
10518,"India-China border-treaty hoped to improve ties, facilitate trade",0
10520,Murder-Suicide Leaves 7 Dead in California,0
10521,Ayatollah Taps Into Distrust Rooted in History,0
10522,2 Britons Die During Peak Ascent in the Alps,0
10523,"US government reports decline in teen birth rate and binge drinking, rise in poverty and drug abuse",0
10525,Jersey knife attack kills six,0
10527,Woman Linked to Sanford Comments on E-Mail,0
10528,"Federal response to Katrina a ""national disgrace""",0
10530,The Bahamas halt all new applications for oil exploration,0
10532,Suspected Iraqi bomber murders investigator,0
10534,US military helicopter crashes in Florida,0
10536,The North Pole may possibly be ice free by summer,0
10538,Australian PM will not serve full term if re-elected,0
10540,Wikipedia founder Jimmy Wales announces cooperation between KDE Group and Wikimedia,0
10542,"After Game 2 Loss, Devils Have Injury and Energy Concerns",0
10543,Space Shuttle Lands in Florida,0
10544,"Minor aftershock hits Pichilemu, Chile area",0
10546,"Mayor of Flint, Michigan resigns for health reasons",0
10548,"'Invitational Games for the Deaf, Taipei 2008' comes to an close",0
10550,Royal Commission recommends single council for Auckland,0
10552,"Floods Ease in Brazil; 300,000 Left Homeless",0
10553,Study observes masturbation and other sexual trends among US teens,0
10555,Rare Middle East cyclone batters Oman,0
10557,"Citigroup Reports Profit, Aided by Asset Sale",0
10558,South Korean police battle striking workers,0
10560,Cassini discovers Saturn moon atmosphere,0
10562,"Leaving Israel, Pope Benedict Offers Stronger Holocaust Message",0
10563,China Intent on Requiring Internet Censor Software,0
10564,Obama declares tougher emission targets before Copenhagen summit,0
10566,Rachel Alexandra Has Little Competition in Mother Goose,0
10567,"Search for survivors of Canadian helicopter crash ends, recovery mission focuses on victims",0
10569,Google Threatened With Sanctions Over Photo Mapping Service in Germany,0
10570,Internet Usage Rises in China,0
10571,Premiers take on Australian PM on Shoot To Kill Laws,0
10573,Roadside Bomb Kills 3 Aid Workers in Northern Afghanistan,0
10574,London fire extinguisher throw suspect bailed,0
10576,Australian federal election 2010: Parliament hung,0
10578,Philadelphia Mayor Proposes Temporary Tax Increases,0
10579,Bomb blasts in Somalia kill at least 30,0
10581,John Constable painting location mystery solved after 195 years,0
10583,Nepali capital Kathmandu shut down after rebel strike,0
10585,Heavy rain causes flooding across the UK,0
10587,Blog alliance forms over leaked Downing Street memo,0
10589,Few TV Reports on Audience Flight,0
10590,Bad weather makes life tougher for quake survivors,0
10592,"Zoombak Tracks Your Dog, Your Car, Even Your Children",0
10593,Indonesian parliament approves privatising of three major state firms,0
10595,Final Round of Pebble Beach Pro-Am Is Delayed,0
10596,"From ThinkPad, a Double-Screened Laptop",0
10597,Running a Business After Doing Time,0
10598,Businesses shy to adopt Windows XP SP2,0
10600,British Airways issues profits warning,0
10602,"Red Cross member abducted in Darfur, Sudan",0
10604,Rookie Nordqvist Wins L.P.G.A. Championship,0
10605,Negotiations between Athens and Skopje lead to deadlock,0
10607,"Wikinews interviews Mike Lebowitz, Chairman of the Modern Whig Party",0
10609,First fifty-star United States flag up for sale,0
10611,Fatal Blast Wounds a Montana City to Its Core,0
10612,Number of unemployed in the UK climbs to 2.4 million,0
10614,Virgin Atlantic jet fire investigation finds faulty wiring in A340 fleet,0
10616,"U.S. Weighs New Consumer Protections, Geithner Says",0
10617,Air safety group says airport was operating illegally without license when Garuda Indonesia Flight 200 c,0
10619,Home Sales Rose for a Third Month in May,0
10620,Dublin travel agents occupy offices against closure,0
10622,Oil prices reach six-month high,0
10624,A Walk Through a Crop of Electronic Readers,0
10625,"Woman killed in house fire in South Yorkshire, England",0
10627,Continuity IRA gunmen kill policeman in Northern Ireland,0
10629,China Far Outpaces U.S. in Building Cleaner Coal-Fired Plants,0
10630,Gulf Oil States Seeking a Lead in Clean Energy,0
10631,Radomski Testifies Before Clemens Grand Jury,0
10632,Spain Steps Into Battle With Itself on Abortion,0
10633,Twenty dead after double suicide bombing in Iraq,0
10635,Mozilla Foundation prepares third Firefox security update,0
10637,"Two Newcastle football players fight each other, both sent off",0
10639,Man becomes first to swim at North Pole,0
10641,Pacific Rim braces for tsunami following major Chilean earthquake,0
10643,Yankees Prospect Andrew Brackman Not Used to Being in Shadow,0
10644,Car Bomb Kills 16 in Baghdad Market,0
10645,"Santana Is Out of the Classic, Disappointing a Nation",0
10646,Blu-ray Player From Samsung Mounts on a Wall,0
10647,Amsterdam pet shop owner creates beer for dogs,0
10649,"After Marathon Haul, Phelps Turns to Sprints",0
10650,Playing in U.S. Opens in 2 Sports Parallels Althea Gibson,0
10651,House Bill Would Set Up Database for Artificial Joints,0
10652,Pakistan: Suspected US drone strikes kill seven rebels,0
10654,Political Outsider Finds a Fight Inside City Hall,0
10655,Indonesian passenger plane crashes in mountains,0
10657,"Waving a Hand, Trying to Be Noticed in the Stimulus Rush",0
10658,Money Manager Is Missing in Florida,0
10659,Parents Unable to Halt Cuts at Conserve School,0
10660,1200 schools may be closed by UK teachers strike,0
10662,"Former Canadian Prime Minister Trudeau criticised in new book ""Brian Mulroney: Memoirs 1939-1993""",0
10664,Major Ad Campaign for Starbucks to Focus on Quality,0
10665,Bomb blasts in Uganda kill dozens,0
10667,Brazil Political crisis: Minister José Dirceu leaves the government,0
10669,Georgian Opposition Members Held on Arms Charges,0
10670,National Guard mobilized in Kentucky ice storm aftermath,0
10672,Health organisations respond to Ebola outbreak in Democratic Republic of the Congo,0
10674,American war deserter given stay of deportation in Canada,0
10676,YouTube hosts live music events in Japan and US,0
10678,U.S. to transfer some Guantanamo detainees to Afghanistan,0
10680,Canadian farmer vows to continue providing customers with raw milk despite order,0
10682,Snow falls over much of UK,0
10684,Russian spy deported out of Canada,0
10686,Former Yugoslavian president Slobodan Milosevic found dead in his cell,0
10688,"After the Stint Abroad, the Adjustments Begin",0
10689,UN official: 90 Rwandan rebels killed in DRC by army troops,0
10691,Hearse key thief spared prison,0
10693,Laboratory fire forces evacuation of Australian National University,0
10695,Contact Made With Aid Workers Kidnapped in Darfur,0
10696,Home of Stonehenge builders found,0
10698,Knicks Try Out Guard Morris Almond and Like What They See,0
10699,Baucus Takes Lead on Health Care,0
10700,Explosion sinks Indian Navy submarine,0
10702,German Retailer Expected to Buy Download Firm,0
10703,Spam mailer gets 9 year jail sentence,0
10705,"25 killed as bus crashes into river gorge in Kashmir, Pakistan",0
10707,One dead after small plane crashes near Phoenix,0
10709,Bomb explosion kills two in Nepal church,0
10711,Tour de France: Tom Boonen wins stage 6,0
10713,British Airways flight lands short of runway at London Heathrow Airport,0
10715,Marriage Ban Donors Feel Exposed by List,0
10716,US crew retakes ship hijacked by pirates; captain held hostage,0
10718,New York Governor introduces same-sex marriage bill,0
10720,Once-Clear Thoughts Are Clouded,0
10721,Downturn Draws a Veil Over Islam,0
10722,Minimum purchasing age of fireworks raised in New Zealand,0
10724,Hualien warm-up of 2007 ING Taipei Marathon kicked off,0
10726,"Overtime Has Taken a Quick, Decisive Turn in the Playoffs",0
10727,Judge Allows Asbestos Case to Continue,0
10728,Memory of Nick Adenhart  Helps Juan Lara  Carry On,0
10729,Joachim to attempt breaking record for static cycling,0
10731,Hundreds dead in Hajj stampede,0
10733,Man Is Arrested in Obama Threat,0
10734,U.S. Supreme Court Justice David Souter to retire,0
10736,"US 'Big Brother' ""live"" eviction taped for the first time",0
10738,Australian PM Gillard pressured to address human rights crackdown in China,0
10740,"Tower Rising in Las Vegas but Now, Not So High",0
10741,Fußball-Bundesliga 2007–08: Matchday 2 roundup,0
10743,An Unexpected Journey for an Anonymous All-Star,0
10744,IRA decommissioning complete - de Chastelain,0
10746,Sectarian Tension Takes Volatile Form in Bahrain,0
10747,"Former U.S. President Gerald Ford dies, aged 93",0
10749,"In Clash Between Koreas, Fishermen Feel First Bite",0
10750,Michael Moore's controversial new documentary 'Sicko' opens strongly,0
10752,Tankers taken by pirates in Indian Ocean,0
10754,Subsidy Plan Seeks to Cut Malaria Drug Cost,0
10755,French teacher returns home after being held in Iran for ten months,0
10757,Libyan foreign minister defects to the UK,0
10759,Ryanair executives pay frozen over increased fuel prices,0
10761,"Tornadoes damage hundreds of Missouri homes, force closure of airport",0
10763,"Icy Ritual in Brooklyn, Training for a Challenge",0
10764,"Dozens killed after car bomb explodes in market in Peshawar, Pakistan",0
10766,"Explosion, fire on guided missile cruiser USS Leyte Gulf injures five",0
10768,"Chinese Exports Decline, but More Slowly",0
10769,U.S. Squanders Lead and Loses to Brazil,0
10770,Clashes in central Bolivian city kills two,0
10772,SpaceX launches first Falcon 9 rocket,0
10774,Settlers allegedly steal Palestinian water in the West Bank,0
10776,Suicide bomber kills at least twenty in Pakistan town,0
10778,U.S.C. Eases Past Boston College,0
10779,At least four killed by bomb thrown from motorcycle in Cairo,0
10781,Mars Rover Doing Well After Memory Glitch,0
10782,"On Arab TV Network, Obama Urges Dialogue",0
10783,Judges Plead Guilty in Scheme to Jail Youths for Profit,0
10784,2005/01/08 Tsunami aid donations in 2005 deductible for 2004 in the U.S.,0
10786,AbitibiBowater Files for Bankruptcy Protection,0
10787,Dissenter on Climate Change Takes Fight to the Web,0
10788,Delegates Walk Out of Racism Conference as Ahmadinejad Speaks,0
10789,BP Nominates Russian to Oversee TNK-BP,0
10790,Nuclear sites close as more UK workers walkout,0
10792,Whooping cough outbreak kills ten infants in California,0
10794,No survivors in Cambodian air crash,0
10796,A Profit for Medco and a Loss for Tenet,0
10797,Texas Adopts Law on Stewardship of Trusts After Founders Die,0
10798,"Swiss woman gang-raped in Madhya Pradesh, India",0
10800,Trade Group Meets to Curb Protectionism,0
10801,Fatal US Army helicopter collision in Iraq blamed on enemy fire,0
10803,Diamonds: Anglo American to pay US$5.1 billion for 40% of De Beers,0
10805,Apple's iTunes replaces Wal-Mart as No. 1 U.S. music seller,0
10807,Over 1.5m apply for British Live 8 tickets,0
10809,Vote in India Reshapes Landscape,0
10810,Protests in Greece over proposed budget cuts,0
10812,"OPEC Achieves Cuts in Output, Halting Price Slide",0
10813,Immigrant's Festival begins in Argentina,0
10815,Unions battle in Ohio over hospital workers,0
10817,Australian MPs suggest Australia and New Zealand unification,0
10819,Bonnie Fuller Rises Again to Edit Hollywood Life,0
10820,"European Commission praises ""flexicurity"" employment policy",0
10822,"Gen. Petraeus, Amb. Crocker testify before US Armed Services Committee",0
10824,'Serious' terror threat in Mumbai; police hunt four suspected militants,0
10826,California lead bullet ban moves forward,0
10828,"In N.B.A., Public-Address Announcers Are Setting a Frenzied Tone",0
10829,US announces revised limits on use of nuclear weapons,0
10831,"Portions of Wikileaks, Wikipedia blocked in Australia",0
10833,Mets Send Reyes and Church to Disabled List,0
10834,Russia and Ukraine Sign Agreement on Gas,0
10835,Bombings in Iraq kill dozens,0
10837,Those Who Lost Savings Find Little Comfort,0
10838,Athletes prepare for 2012 Summer Paralympics at the Paralympic Fitness Centre,0
10840,California Senate votes to allow gay marriages,0
10842,"Amazon.com de-ranks LGBT books, blames ""glitch""",0
10844,"Historic building in Moscow collapses, three people killed",0
10846,Two winning British EuroMillions lottery tickets worth £45 million each claimed,0
10848,Russian Weapon Is in Need of Rescue,0
10849,Norwegian museum claims Adolf Hitler drew Disney cartoons on painting,0
10851,"Nortel to Cut Another 3,200 Jobs",0
10852,Over 60 members of Chadian sect killed by troops after violence,0
10854,South African government issues first seizure order on farm,0
10856,Gunmen shoot at Pakistani President Musharraf's plane,0
10858,Bosnian football fan's suspected killer escapes police custody,0
10860,"Kim Clijsters, a Former No. 1, Is Expected to Return to Tennis",0
10861,Seven arrested in UK cruise ship drugs seizure,0
10863,Religious Freedom vs. Sanitation Rules,0
10864,Wikinews interviews President of the International Brotherhood of Magicians,0
10866,Research shows HIV virus may hide in bone marrow,0
10868,Tour de France: Cancellara wins 7.9 km time trial prologue,0
10870,Weighing Reach of Law in Appeals for Clemency,0
10871,"Air France, pilots union, victims group criticise transatlantic disaster probe",0
10873,Senate Approves Tight Regulation Over Cigarettes,0
10874,Film about Travis County DA's investigation of Texas election of 2002,0
10876,Dubai World to receive $9.5 billion in government aid,0
10878,Gay Festival in China Pushes Official Boundaries,0
10879,"Explosion partially destroys intelligence building in Rafah, Egypt",0
10881,Train accident in Spain kills at least twelve,0
10883,Baltic Riots Spread to Lithuania in the Face of Deteriorating Economic Conditions,0
10884,International experts probe deadly Ebola Reston virus outbreak in Philippine pigs,0
10886,More Business Travelers Putting Away the Suitcase,0
10887,Invest Another $100 in Madoff (Hammer Included),0
10888,Guatemalan minister killed in helicopter crash,0
10890,"During Practice Rounds, Marines Were on Lookout for Errant Golfers",0
10891,Wang Struggles as Red Sox Make It 7 Straight Against Yankees,0
10892,Texas Rebellion Gives a Centrist a Lift,0
10893,Mayor declares weather emergency in New York City,0
10895,U.S. Chess Federation Lawsuit Becomes Criminal Issue,0
10896,Iraqis Snap Up Hummers as Icons of Power,0
10897,At Least 21 Killed in Polish Blaze,0
10898,At least 71 deaths in Mexico 'likely linked' to swine flu outbreak,0
10900,Cargo Vessel grounded South of Gibraltar,0
10902,U.S. May Convert Bank Bailouts to Common Stock,0
10903,UK Independence Party gains first MP,0
10905,All Eyes on Gallinari as Knicks Plan to Woo James,0
10906,"Wikinews holds a follow-up interview with Kevin Baugh, president of the Republic of Molossia",0
10908,Ericsson's CEO Tours Marconi Sites,0
10910,Six bomb attacks kill 95 in Baghdad,0
10912,US reporter convicted for not revealing source,0
10914,"Schröder gives up German chancellorship ambitions, makes way for Merkel",0
10916,Knight Foundation and Mozilla send geeks into newsrooms,0
10918,"Seventeen-year-old shot dead in Merseyside, England",0
10920,Tensions continue to rise between North Korea and United States,0
10922,Hamid Karzai takes office as first elected president of Afghanistan,0
10924,U.S. Is Weighing How to Let Banks Pay Back Bailouts,0
10925,Sri Lanka Rejects Tamil Call for Cease-Fire,0
10926,Son Is Said to Rise in North Korea,0
10927,British oil firm claims discovery off coast of Falkland Islands,0
10929,Chinese TV Censors Part of Address by Obama,0
10930,Netscape Navigator support ceases today,0
10932,"For the 44th President, a Long Day Steeped in Pomp, History and Emotion",0
10933,UK Chancellor of the Exchequer makes 2005 Budget speech,0
10935,Protesters against police violence surround London's Scotland Yard,0
10937,Malawian president inaugurated after reelection,0
10939,UK's Greater Manchester Police charge man with drug possession after trick-or-treating children allegedl,0
10941,Two winners confirmed in US 'Mega Millions' jackpot,0
10943,Romanian journalists freed,0
10945,No Joy in Cricketville; Mighty Texan Struck Out,0
10946,Apple announces new iPod range,0
10948,Davis Cup Opens With a Weekend Full of Twists,0
10949,Canadian PM cabinet shuffle results,0
10951,Catholic pilgrimage in Donglü blocked by Chinese police again,0
10953,Iraqi police discover 20 bodies,0
10955,Fiona Donnison jailed for murdering her children in UK,0
10957,"In Loneliness, Immigrants Tend the Flock",0
10958,Bishop Who Denied Holocaust Ousted,0
10959,Philippines is culling 6500 hogs after Reston ebolavirus outbreak,0
10961,France to Lower Tax to Entice Diners to Restaurants,0
10962,Militant group 'protests' placards used in Armenian-Turkish journalist's funeral,0
10964,Trains grind to a halt in Northeast US,0
10966,Human Rights Watch: US abuse of Iraqi prisoners continues,0
10968,Last-Second Shot Sends Villanova Past Pitt and Into Final Four,0
10969,Bombmaking materials found near farm of Colombian President Alvaro Uribe,0
10971,"Church of Scientology blames Pearl Harbor, 9/11 on psychiatry",0
10973,"Muslim leaders don't accept ""pressured"" apology",0
10975,EBay to acquire Skype,0
10977,Phil Mickelson Halts Play to Be With Ailing Wife,0
10978,"UNHCR: 200,000 people displaced by violence in Yemen",0
10980,Blake Griffin and Tyler Hansbrough Prepare to Meet,0
10981,French police arrest two women wearing veils after burqa ban goes into effect,0
10983,Russian economy contracted by 7.9% in 2009,0
10985,Bryant and Lakers Return to the N.B.A. Finals,0
10986,2008 Taiwan Excellence Gold and Silver Awards announced,0
10988,"UNHCR: Thousands of Angolans expelled from DRC in ""dire"" need of aid",0
10990,Jenny Li and Thomas Dold win the 2008 Taipei 101 Run Up,0
10992,Decoding Battery-Life Numbers for Laptops,0
10993,Kidnappers Threaten to Kill U.N. Official Abducted in Pakistan,0
10994,Italian Court Upends Trial Involving C.I.A. Links,0
10995,Pfizer to cut jobs in Michigan,0
10997,Controversy erupts over German Anarchist Pogo Party's campaign ad,0
10999,"Oozing Through Texas Soil, a Team of Amoebas Billions Strong",0
11000,Tornado jet crashes in Scotland,0
11002,Florida High School Senior to Try for Fifth Consecutive No-Hitter,0
11003,U.S. Concedes Afghan Attack Mainly Killed Civilians,0
11004,"Stephen Giglio, Executive Coach, Learns From His Students",0
11005,"Myanmar Ethnic Groups Hope for Peace, but Prepare for Battle",0
11006,South Korean court imprisons US soldier for raping teen,0
11008,13 missing from ship off coast of Madagascar; two rescued,0
11010,Ministry reveals the details of their new album,0
11012,"Four people die after contracting H1N1 swine flu virus in West Midlands, England",0
11014,Value Fund Managers See Big Opportunities Ahead,0
11015,Usain Bolt to run 150 metre race in Manchester,0
11017,"One of Great Britain's ""most wanted"" criminals arrested in the Netherlands",0
11019,Riots cease in Dublin against Unionist march,0
11021,US President Obama proposes financial reform,0
11023,Four-year-old boy attacked by Pit bull mix,0
11025,World Bank gives Kiribati emergency aid,0
11027,18-year US media ban on covering return of fallen soldiers lifted,0
11029,Canadian National Exhibition takes place in Toronto,0
11031,Australian rules football: 2010 Gippsland Football League round 1 - Wonthaggi v Leongatha,0
11033,Sony faces class action lawsuits for DRM,0
11035,Mets and Yankees Season-Ticket Holders Are Having Second Thoughts,0
11036,Magic Seizes a Redeeming Series Lead Over the Cavs,0
11037,Homage to Chilean politician Jaime Guzmán nineteen years after his death,0
11039,"Threat to ships in Malacca Strait, says Singapore Navy",0
11041,Republic of Molossia hosts state visit,0
11043,Oil Industry Braces for U.S. Trial on Rights Abuses,0
11044,Nancy Pelosi named new Speaker of the US House of Representatives,0
11046,Signs G.O.P. Is Rethinking Stance on Gay Marriage,0
11047,China Fails to Halt the Sale of Looted Relics at a Paris Auction,0
11048,Researchers identify genetic link to peanut allergies,0
11050,"MySpace removes 90,000 sex offenders",0
11052,"Seven youths shot in Detroit, Michigan",0
11054,6 Are Killed and 67 Hurt in Bombings in Iraq Cities,0
11055,Italians vote on fertility referendum,0
11057,Exuberance in Taiwan as Ties With China Warm,0
11058,Sixteen Teams and Not One Cinderella,0
11059,A Credit Squeeze for Small-Business Owners,0
11060,Republicans Firing Blanks at Obama,0
11061,Jetstar to offer iPads as an in-flight entertainment option,0
11063,US unemployment rate reaches 8.1%,0
11065,"Family of five killed in Staten Island, NY house fire",0
11067,Retired Russian policeman charged in journalist Anna Politkovskaya’s murder,0
11069,Obama Directs Regulators to Tighten Auto Rules,0
11070,Ten US missionaries charged with child kidnapping in Haiti,0
11072,Fiery Egyptian tourist bus crash kills nine,0
11074,Swiss millionaire gets record speeding fine,0
11076,JPMorgan pays $2.6 billion in Madoff case,0
11078,Nine die in bush-fires in South Australia,0
11080,U.S. accuses China of developing space warfare,0
11082,AstraZeneca Documents Released in Seroquel Suit,0
11083,"14,000-acre Southern California 'Crown Fire' at 82% containment, evacuation orders lifted",0
11085,LeBron James Helps Cavaliers Complete Sweep of Hawks,0
11086,'Bridezilla' YouTube video: many debate legitimacy,0
11088,Eric Rudolph pleads guilty to avoid death sentence,0
11090,Apple reveals new iPod shuffle with voice,0
11092,Obama Reluctant to Look Into Bush Programs,0
11093,General Dynamics to Build New Navy Destroyer,0
11094,European Subsidies Stray From the Farm,0
11095,California wildfires continue to spread,0
11097,Trying to Limit Disclosure on Explosion,0
11098,Bush deploys military in the US for active duty as federal response force,0
11100,Buildings destroyed to slow flooding in China lake,0
11102,Cashman Takes Issue With Book Anecdote About Giambi,0
11103,"Maliki Pushes for Election Gains, Despite Fears",0
11104,"Investors Ignore Business Plans, Study Finds",0
11105,At least eight dead as building collapses during construction in China,0
11107,EU budget chief claims win in Lithuanian presidential elections,0
11109,Japan's lunar probe performing 'smoothly' after successful launch,0
11111,Fred Thompson confirms US Presidential bid,0
11113,Brush fire starts in Hawaii's Makua Valley,0
11115,New doubt over Shakespeare's authorship,0
11117,Japan Orders Citigroup to Stop Advertising Its Retail Bank,0
11118,"Cuban funds tied to Lula campaign, Brazilian magazine alleges",0
11120,Gunmen kill seventeen at party in Mexico,0
11122,"From Transit Dispute, a Broader Battle",0
11123,Christian Lacroix Files for Protection From Creditors,0
11124,US nuclear security director asked to resign,0
11126,Minneapolis I-35W bridge spans Mississippi River,0
11128,Private Equity Firm Buys San Diego Union-Tribune,0
11129,Some results released in recount of Zimbabwe election results,0
11131,"With US mid-term elections fast approaching, three prominent Democrats announce retirement",0
11133,GM posts first annual loss since 1992,0
11135,Two Azerbaijani bloggers jailed,0
11137,Joran van der Sloot charged with murder of Peruvian woman,0
11139,Police raid filesharing resources,0
11141,Survey finds Spam tolerance growing,0
11143,Estimate Puts Natural Gas Reserves 35% Higher,0
11144,Major snow disruption in Britain; Wikinews reports from affected village,0
11146,Tennis: Andy Murray wins Montreal Masters 2009,0
11148,Giving Lessons in Traffic Safety at Middle Schools,0
11149,16 Foot Asteroid Passes Between Earth and Satellites,0
11151,Porsche and VW Remain Far Apart in Deal Talks,0
11152,Mexico Takes Powers to Isolate Cases of Swine Flu,0
11153,Animal rights protestor found guilty of Oxford arson plot,0
11155,Two freight trains collide in Pakistan,0
11157,Administration Seeks to Regulate Derivatives,0
11158,"Police call off search for missing woman in Georgia, USA",0
11160,"FedEx Earnings Fall, but Market Share Gains",0
11161,2007/08 Bundesliga: Bayern Munich vs. Hertha BSC Berlin,0
11163,"China executes more people than rest of world combined, according to report",0
11165,Canada Talks Are Crucial to Chrysler Survival,0
11166,Minor tears found in Gordon Brown's retina,0
11168,"Cool and Calm, Glover Collects the Trophy at the U.S. Open",0
11169,"In a First, U.S. Provides Pakistan With Drone Data",0
11170,Apple unveils iPod nano,0
11172,Conrail Plan May Be Model for G.M.-Chrysler Crisis,0
11173,Cricket: India defeat England in fifth one-day international,0
11175,Somali minister killed by car bomb,0
11177,Washington Sees Excess in Its Fund for Jobless,0
11178,Identity Theft Hits Close to Home for a Sheriff,0
11179,"Australian priest admits child sex abuse, testifies in court",0
11181,Hindu Holy Men in India threaten to boycott Ganges River Festival because of pollution,0
11183,Roddick Sculptures Another Win in Paris,0
11184,Counting continues for Nepal's Constituent Assembly elections,0
11186,US President George Bush discusses 'war on terror',0
11188,Thai government drops origami cranes as message of peace,0
11190,"This Time, Treasuries Push Markets Higher",0
11191,Olympic Leaders Lash Out at U.S.O.C. Revenue Deal,0
11192,Two deaths unreported in Natrecor study,0
11194,Early returns in Iraqi elections,0
11196,Australian government accused of hypocrisy over World Court statement,0
11198,UN convoy attacked by gunman in Ivory Coast as peacekeeping forces ordered to leave country,0
11200,Japan Airlines to file for bankruptcy,0
11202,"Human trafficking trial starts in Clearwater, Florida",0
11204,Papadopoulos eliminated in Cypriot election,0
11206,Obama to Transfer Terrorism Detainee to U.S. for Trial,0
11207,Weir Is No Stranger to Dank Weather or Big Stage,0
11208,Australia drops charges against Indian doctor,0
11210,"U.S. automaker GM plans to close 1,100 dealerships",0
11212,CA Inc. Profit Beats Estimates,0
11213,"Man dies in North Uist, Outer Hebrides after being hit by car",0
11215,Bomb explosion in Kashmir kills three,0
11217,UK Mobile Data Network Collapses,0
11219,"An Internal Union Dispute Turns Nasty, With a Local in the Balance",0
11220,Deutsche Bank in Deal to Diversify Its Business,0
11221,Police may have killed some of the eight tourist victims in Philippines hostage crisis,0
11223,Suicide Attack Kills at Least 15 in Iraq,0
11224,"Eleven days later, a survivor pulled from rubble after Chinese earthquake",0
11226,"People limited to 150 friends, despite Facebook, says academic",0
11228,UK coach driver jailed for triple-death crash near London,0
11230,Minnesota considers open-format state documents,0
11232,Obama Seeks Accord With Military on Iraq,0
11233,Rising Powers Challenge U.S. on Role in I.M.F.,0
11234,Iran continues to lash out at film industry,0
11236,Homes of six Minnesota politicians vandalized,0
11238,"From the Open Road, Back to the Cart Path",0
11239,NASCAR: Edwards wins 2010 Kobalt Tools 500,0
11241,U.S. Senator Santorum: ‘not to run’ in 2008 Presidential race,0
11243,Confidence building reported between Iranian and Israeli citizens,0
